Subj,Crse,Sect,(Type) 0,Day 0,Times 0, Building and Room 0,(Type) 1,Day 1,Times 1, Building and Room 1,(Type) 2,Day 2,Times 2, Building and Room 2,(Type) 3,Day 3,Times 3, Building and Room 3,(Type) 4,Day 4,Times 4, Building and Room 4,(Type) 5,Day 5,Times 5, Building and Room 5,(Type) 6,Day 6,Times 6, Building and Room 6,(Type) 7,Day 7,Times 7, Building and Room 7,(Type) 8,Day 8,Times 8, Building and Room 8,(Type) 9,Day 9,Times 9, Building and Room 9,(Type) 10,Day 10,Times 10, Building and Room 10,Session,CRN,Title,Prof,Campus,Hrs
OSCI,8270M,32D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44408,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44409,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44410,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44411,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44412,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44413,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44414,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44415,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44416,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OST,6007M,Y10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44223,MEDICAL SPANISH ELECTIVE,STAFF,Stratford,1
OST,7007M,Y20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44233,ADVANCED MEDICAL SPANISH ELEC,STAFF,Stratford,1
OST,8005M,34A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44417,ELECTIVE:,STAFF,Stratford,1
OST,8005M,34B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44418,ELECTIVE:,STAFF,Stratford,1
OST,8005M,34C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44419,ELECTIVE:,STAFF,Stratford,1
OST,8005M,34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44420,ELECTIVE:,STAFF,Stratford,1
OST,8005M,34E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44421,ELECTIVE:,STAFF,Stratford,1
OST,8005M,34F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44422,ELECTIVE:,STAFF,Stratford,1
OST,8006M,F30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44423,SUPERNUMERARY/IND STUDY,STAFF,Stratford,1
OST,8008M,F30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44424,STUDENT SCHOLAR,Boyd Linda,Stratford,1
OST,8420M,32A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44173,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44174,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44175,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44176,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44177,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44178,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44179,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44180,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44181,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44182,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44183,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,8420M,32L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44184,NEUROMUSCULAR MED/PAIN MGT,Jermyn Richard,Stratford,1
OST,9005M,42A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44332,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44333,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44334,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44335,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44336,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44337,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44338,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44339,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44241,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44340,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44341,ELECTIVE:,STAFF,Stratford,1
OST,9005M,42L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44342,ELECTIVE:,STAFF,Stratford,1
OST,9005M,44A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44343,ELECTIVE:,STAFF,Stratford,1
OST,9005M,44B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44344,ELECTIVE:,STAFF,Stratford,1
OST,9005M,44C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44345,ELECTIVE:,STAFF,Stratford,1
OST,9005M,44D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44346,ELECTIVE:,STAFF,Stratford,1
OST,9005M,44E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44347,ELECTIVE:,STAFF,Stratford,1
OST,9005M,44F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44348,ELECTIVE:,STAFF,Stratford,1
OST,9006M,F40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44349,SUPERNUMERARY/IND STUDY,STAFF,Stratford,1
OST,9007M,44A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44352,INDEPENDENT STUDY,STAFF,Stratford,1
OST,9007M,44B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44353,INDEPENDENT STUDY,STAFF,Stratford,1
OST,9007M,44C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44354,INDEPENDENT STUDY,STAFF,Stratford,1
OST,9007M,44D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44355,INDEPENDENT STUDY,STAFF,Stratford,1
OST,9007M,44E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44356,INDEPENDENT STUDY,STAFF,Stratford,1
OST,9007M,44F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44357,INDEPENDENT STUDY,STAFF,Stratford,1
OST,9008M,F40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44358,CLIN SKILLS COMPETENCY EXAM,STAFF,Stratford,1
OST,9009M,F40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44359,MEDICAL HUMANITIES,Rosen Jacob Niel,Stratford,1
PATH,7290M,Y20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44234,PATHOLOGY,DeRisio Vincent J.,Stratford,1
PBL,600IM,F10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44224,RESPIRATORY,Stein Thomas P,Stratford,1
PBL,60IIM,F10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44225,CARDIO/RENAL,Stein Thomas P,Stratford,1
PBL,6IIIM,F10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44226,SENSORIMOTOR SYS & BEHAV,Stein Thomas P,Stratford,1
PBL,70IXM,F20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44237,GI/ENDOCRINE/REPRO,Stein Thomas P,Stratford,1
PBL,7VIIM,F20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44235,HEMATOLOGY/IMMUNOLOGY,Stein Thomas P,Stratford,1
PBL,VIIIM,F20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44236,CARDIO/RENAL/RESPIRATORY,Stein Thomas P,Stratford,1
PEDS,8302M,34A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44425,PEDIATRICS,Kadrmas-Iannuzzi Tanya,Stratford,1
PEDS,8302M,34B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44426,PEDIATRICS,Kadrmas-Iannuzzi Tanya,Stratford,1
PEDS,8302M,34C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44427,PEDIATRICS,Kadrmas-Iannuzzi Tanya,Stratford,1
PEDS,8302M,34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44428,PEDIATRICS,Kadrmas-Iannuzzi Tanya,Stratford,1
PEDS,8302M,34E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44429,PEDIATRICS,Kadrmas-Iannuzzi Tanya,Stratford,1
PEDS,8302M,34F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44430,PEDIATRICS,Kadrmas-Iannuzzi Tanya,Stratford,1
PEDS,9302M,44A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44360,PEDIATRICS SUBSPECIALTY,STAFF,Stratford,1
PEDS,9302M,44B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44361,PEDIATRICS SUBSPECIALTY,STAFF,Stratford,1
PEDS,9302M,44C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44362,PEDIATRICS SUBSPECIALTY,STAFF,Stratford,1
PEDS,9302M,44D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44363,PEDIATRICS SUBSPECIALTY,STAFF,Stratford,1
PEDS,9302M,44E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44364,PEDIATRICS SUBSPECIALTY,STAFF,Stratford,1
PEDS,9302M,44F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44365,PEDIATRICS SUBSPECIALTY,STAFF,Stratford,1
PHIL,09110,  1,(Class),W,0930 to 1045,BUNCE 106,(Class),F,0930 to 1045,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42263,LOGIC OF EVERYDAY REASONING,Miller Kathleen,Main,3
PHIL,09110,  2,(Class),W,1100 to 1215,BUNCE 106,(Class),F,1100 to 1215,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42265,LOGIC OF EVERYDAY REASONING,Miller Kathleen,Main,3
PHIL,09110,  3,(Class),T,0800 to 0915,JAMES 2097,(Class),R,0800 to 0915,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42270,LOGIC OF EVERYDAY REASONING,Millington Jeremy D,Main,3
PHIL,09110,  4,(Class),T,2000 to 2115,SCIENC 254,(Class),R,2000 to 2115,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42272,LOGIC OF EVERYDAY REASONING,Weidler Charles,Main,3
PHIL,09110,  5,(Class),M,1700 to 1815,SCIENC 254,(Class),W,1700 to 1815,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42275,LOGIC OF EVERYDAY REASONING,Force Rebecca J.,Main,3
PHIL,09110,  6,(Class),T,1530 to 1645,JAMES 2097,(Class),R,1530 to 1645,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42278,LOGIC OF EVERYDAY REASONING,Osborne Philip A,Main,3
PHIL,09110,  7,(Class),M,1230 to 1345,BUNCE 106,(Class),W,1230 to 1345,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42279,LOGIC OF EVERYDAY REASONING,Landis Sean,Main,3
PHIL,09110,  8,(Class),W,1230 to 1345,JAMES 2097,(Class),F,1230 to 1345,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42280,LOGIC OF EVERYDAY REASONING,Murph Dwight William,Main,3
PHIL,09110,  9,(Class),M,0930 to 1045,JAMES 2097,(Class),W,0930 to 1045,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42281,LOGIC OF EVERYDAY REASONING,Skedzielewski Sean,Main,3
PHIL,09110, 10,(Class),T,1400 to 1515,SCIENC 254,(Class),R,1400 to 1515,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42282,LOGIC OF EVERYDAY REASONING,Osborne Philip A,Main,3
PHIL,09110, 11,(Class),T,1830 to 1945,ROBSON 308,(Class),R,1830 to 1945,ROBSON 308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42283,LOGIC OF EVERYDAY REASONING,Weidler Charles,Main,3
PHIL,09120,  1,(Class),M,1400 to 1515,BUNCE 104,(Class),W,1400 to 1515,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42284,HONR INTRO TO PHILOSOPHY,Witonsky Abraham,Main,3
PHIL,09120,  2,(Class),M,0800 to 0915,JAMES 2097,(Class),W,0800 to 0915,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42285,INTRO TO PHILOSOPHY,Hein Karl J,Main,3
PHIL,09120,  3,(Class),M,0930 to 1045,BUNCE 106,(Class),M,1100 to 1215,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42286,INTRO TO PHILOSOPHY,Beaver Vincent V,Main,3
PHIL,09120,  4,(Class),T,1100 to 1215,JAMES 2097,(Class),R,1100 to 1215,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42287,INTRO TO PHILOSOPHY-RS This Section for Freshmen Only`,Barragan Oscar Ricardo,Main,3
PHIL,09120,  5,(Class),T,1400 to 1515,WILSON 105,(Class),R,1400 to 1515,WILSON 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42288,INTRO TO PHILOSOPHY,Collins Timothy R,Main,3
PHIL,09120,  6,(Class),T,2000 to 2115,BUNCE 106,(Class),R,2000 to 2115,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42289,INTRO TO PHILOSOPHY,Denissov Serguei,Main,3
PHIL,09120,  7,(Class),W,1230 to 1345,SCIENC 254,(Class),F,1230 to 1345,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42290,INTRO TO PHILOSOPHY,Prusik Charles A,Main,3
PHIL,09120, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42961,INTRO TO PHILOSOPHY ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ROWAN GLOBAL DEGREE COMPLETION.`,Fosner Carmen A,Online,3
PHIL,09120, 2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44955,INTRO TO PHILOSOPHY ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR ROWAN GLOBAL DEGREE COMPLETION.`,Fosner Carmen A,Online,3
PHIL,09121,  1,(Class),M,1530 to 1645,BUNCE 104,(Class),W,1530 to 1645,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42291,INTRO TO PHIL-WI,Kerwick John Joseph,Main,3
PHIL,09130,  1,(Class),T,0930 to 1045,BUNCE 106,(Class),R,0930 to 1045,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42292,INTRO TO SYMBOLIC LOGIC-LC,Clowney David,Main,3
PHIL,09130,  2,(Class),T,1100 to 1215,BUNCE 106,(Class),R,1100 to 1215,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42293,INTRO TO SYMBOLIC LOGIC-LC,Clowney David,Main,3
PHIL,09130,  3,(Class),T,1230 to 1345,BUNCE 106,(Class),R,1230 to 1345,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42294,INTRO TO SYMBOLIC LOGIC,Kearns John Michael,Main,3
PHIL,09130,  4,(Class),M,0800 to 0915,BUNCE 106,(Class),W,0800 to 0915,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42296,INTRO TO SYMBOLIC LOGIC,Skedzielewski Sean,Main,3
PHIL,09130,  5,(Class),T,0930 to 1045,JAMES 2097,(Class),R,0930 to 1045,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42299,INTRO TO SYMBOLIC LOGIC,Millington Jeremy D,Main,3
PHIL,09130,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42300,INTRO TO SYMBOLIC LOGIC ONLINE. AFTER REGISTRATION PLEASE VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Lund Matthew D,Online,3
PHIL,09130,  7,(Class),T,1700 to 1815,SCIENC 254,(Class),R,1700 to 1815,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42304,INTRO TO SYMBOLIC LOGIC,Morton Nathan D,Main,3
PHIL,09130,  8,(Class),T,0800 to 0915,BUNCE 106,(Class),R,0800 to 0915,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42305,INTRO TO SYMBOLIC LOGIC,Barragan Oscar Ricardo,Main,3
PHIL,09130,  9,(Class),T,1530 to 1645,SCIENC 254,(Class),R,1530 to 1645,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42307,INTRO TO SYMBOLIC LOGIC,Morton Nathan D,Main,3
PHIL,09130, 10,(Class),T,0800 to 0915,SCIENC 254,(Class),R,0800 to 0915,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42309,INTRO TO SYMBOLIC LOGIC,STAFF,Main,3
PHIL,09130, 11,(Class),M,1830 to 1945,WILSON 205,(Class),W,1830 to 1945,WILSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42311,INTRO TO SYMBOLIC LOGIC,STAFF,Main,3
PHIL,09150,  1,(Class),T,1830 to 1945,SCIENC 254,(Class),R,1830 to 1945,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42333,INTRODUCTION TO ETHICS,Elicker Bradley J,Main,3
PHIL,09150,  2,(Class),T,1230 to 1345,SCIENC 254,(Class),R,1230 to 1345,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42335,INTRODUCTION TO ETHICS,Collins Timothy R,Main,3
PHIL,09150,  3,(Class),T,0930 to 1045,BUNCE 104,(Class),R,0930 to 1045,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42340,INTRODUCTION TO ETHICS-RS This section for Rowan Select students only`,Kazarian Edward P,Main,3
PHIL,09150,  4,(Class),T,1530 to 1645,JAMES 2104,(Class),R,1530 to 1645,JAMES 2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42385,INTRODUCTION TO ETHICS-RS This section for Rowan Select students only`,Kazarian Edward P,Main,3
PHIL,09150,  5,(Class),T,1400 to 1515,JAMES 2097,(Class),R,1400 to 1515,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42386,INTRODUCTION TO ETHICS-RS This section for Rowan Select students only`,Kazarian Edward P,Main,3
PHIL,09151,  1,(Class),M,1230 to 1345,BUNCE 104,(Class),W,1230 to 1345,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42388,INTRODUCTION TO ETHICS-WI,Beaver Vincent V,Main,3
PHIL,09151,  2,(Class),T,1530 to 1645,BUNCE 104,(Class),R,1530 to 1645,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42391,INTRODUCTION TO ETHICS-WI,Elicker Bradley J,Main,3
PHIL,09211,  1,(Class),M,1400 to 1515,JAMES 2097,(Class),W,1400 to 1515,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42315,WORLD PHILOSOPHY I-WI,Paternoster Bruce,Main,3
PHIL,09213,  1,(Class),T,1100 to 1215,WILSON 105,(Class),R,1100 to 1215,WILSON 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42317,WORLD PHILOSOPHY II-WI,Barragan Oscar Ricardo,Main,3
PHIL,09222,  1,(Class),M,2000 to 2115,SCIENC 254,(Class),W,2000 to 2115,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42401,BUSINESS ETHICS,Taniguchi Trevor Haruo,Main,3
PHIL,09227,  1,(Class),M,0930 to 1045,WILSON 105,(Class),W,0930 to 1045,WILSON 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42321,PHILOSOPHY OF MIND-WI,Witonsky Abraham,Main,3
PHIL,09227,  2,(Class),M,1100 to 1215,WILSON 105,(Class),W,1100 to 1215,WILSON 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42322,PHILOSOPHY OF MIND-WI,Witonsky Abraham,Main,3
PHIL,09241,  1,(Class),W,1830 to 1945,BUNCE 106,(Class),W,2000 to 2115,BUNCE 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42326,PHILOS & SOCIETY-WI,Landis Sean,Main,3
PHIL,09241,  2,(Class),T,1530 to 1645,WILSON 105,(Class),R,1530 to 1645,WILSON 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43942,PHILOS & SOCIETY-WI Race Class and Social Justice`,Murph Dwight William,Main,3
PHIL,09311,  1,(Class),M,0930 to 1045,BUNCE 104,(Class),M,1100 to 1215,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42393,AESTHETICS-WI,Miller Ellen M.,Main,3
PHIL,09311,  2,(Class),T,1400 to 1515,BUNCE 104,(Class),R,1400 to 1515,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42398,AESTHETICS-WI,Clowney David,Main,3
PHIL,09320,  1,(Class),M,1230 to 1345,SCIENC 254,(Class),M,1400 to 1515,SCIENC 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42432,EXISTENTIALISM,Hein Karl J,Main,3
PHIL,09329,  1,(Class),W,0930 to 1045,BUNCE 104,(Class),W,1100 to 1215,BUNCE 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42403,PHILOSOPHY AND GENDER-WI,STAFF,Main,3
